roll,die1,die2,croupier
3904,1,3,Kris
3905,4,3,Kris
3906,2,3,Kris
3907,2,6,Kris
3908,5,3,Kris
3909,2,5,Kris
3910,4,4,Kris
3911,2,3,Kris
3912,2,6,Kris
3913,3,5,Kris
3914,2,2,Kris
3915,4,3,Kris
3916,2,6,Kris
3917,6,1,Kris
3918,2,1,Kris
3919,5,4,Kris
3920,6,4,Kris
3921,2,1,Kris
3922,1,5,Kris
3923,1,1,Kris
3924,6,4,Kris
3925,3,5,Kris
3926,5,5,Kris
3927,5,2,Kris
3928,4,6,Kris
3929,5,3,Kris
3930,5,3,Kris
3931,1,4,Kris
3932,6,3,Kris
3933,3,1,Kris
3934,3,5,Kris
3935,4,5,Kris
3936,1,3,Kris
3937,6,2,Kris
3938,6,4,Kris
3939,3,3,Kris
3940,5,4,Kris
3941,3,5,Kris
3942,3,2,Kris
3943,6,3,Kris
3944,1,3,Kris
3945,5,1,Kris
3946,5,1,Kris
3947,5,3,Kris
3948,6,3,Kris
3949,5,5,Kris
3950,3,1,Kris
3951,4,3,Kris
3952,4,3,Kris
3953,3,4,Kris
3954,3,2,Kris
3955,3,3,Kris
3956,6,4,Kris
3957,4,2,Kris
3958,3,1,Kris
3959,5,6,Kris
3960,2,5,Kris
3961,5,5,Kris
3962,4,4,Kris
3963,6,3,Kris
3964,6,3,Kris
3965,4,2,Kris
3966,1,1,Kris
3967,6,6,Kris
3968,2,4,Kris
3969,2,4,Kris
3970,1,4,Kris
3971,5,6,Kris
3972,3,2,Kris
3973,2,5,Kris
3974,4,1,Kris
3975,6,5,Kris
3976,3,5,Kris
3977,3,3,Kris
3978,1,6,Kris
3979,3,3,Kris
3980,3,6,Kris
3981,2,2,Kris
3982,5,5,Kris
3983,1,3,Kris
3984,5,5,Kris
3985,4,1,Kris
3986,2,5,Kris
3987,1,2,Kris
3988,2,1,Kris
3989,3,1,Kris
3990,2,6,Kris
3991,2,5,Kris
3992,4,4,Kris
3993,4,1,Kris
3994,2,1,Kris
3995,1,4,Kris
3996,6,3,Kris
3997,2,3,Kris
3998,5,4,Kris
3999,4,6,Kris
4000,3,5,Kris
4001,4,1,Carey
4002,4,5,Carey
4003,3,3,Carey
4004,6,4,Carey
4005,6,1,Carey
4006,3,6,Carey
4007,3,3,Carey
4008,6,2,Carey
4009,2,6,Carey
4010,5,2,Carey
4011,1,1,Carey
4012,1,4,Carey
4013,5,4,Carey
4014,2,4,Carey
4015,4,2,Carey
4016,6,2,Carey
4017,3,1,Carey
4018,1,4,Carey
4019,1,6,Carey
4020,6,4,Carey
4021,3,2,Carey
4022,1,4,Carey
4023,1,3,Carey
4024,5,5,Carey
4025,3,2,Carey
4026,4,6,Carey
4027,6,2,Carey
4028,1,1,Carey
4029,1,5,Carey
4030,4,2,Carey
4031,2,4,Carey
4032,6,6,Carey
4033,6,6,Carey
4034,4,2,Carey
4035,6,3,Carey
4036,5,6,Carey
4037,5,2,Carey
4038,3,1,Carey
4039,4,4,Carey
4040,3,6,Carey
4041,4,2,Carey
4042,2,3,Carey
4043,1,6,Carey
4044,4,4,Carey
4045,5,5,Carey
4046,5,6,Carey
4047,6,6,Carey
4048,5,3,Carey
4049,6,1,Carey
4050,2,1,Carey
4051,5,1,Carey
4052,1,2,Carey
4053,2,1,Carey
4054,2,6,Carey
4055,6,6,Carey
4056,3,5,Carey
4057,6,1,Carey
4058,5,4,Carey
4059,6,3,Carey
4060,6,4,Carey
4061,4,5,Carey
4062,1,2,Carey
4063,1,5,Carey
4064,5,5,Carey
4065,5,1,Carey
4066,1,6,Carey
4067,3,4,Carey
4068,2,2,Carey
4069,3,3,Carey
4070,1,6,Carey
4071,5,6,Carey
4072,2,4,Carey
4073,1,4,Carey
4074,4,5,Carey
4075,1,2,Carey
4076,4,6,Carey
4077,5,3,Carey
4078,3,5,Carey
4079,5,1,Carey
4080,1,2,Carey
4081,5,3,Carey
4082,5,6,Carey
4083,6,2,Carey
4084,3,5,Carey
4085,2,2,Carey
4086,1,3,Carey
4087,1,3,Carey
4088,3,4,Carey
4089,2,2,Carey
4090,1,2,Carey
4091,5,2,Carey
4092,2,5,Carey
4093,3,3,Carey
4094,1,4,Carey
4095,1,2,Carey
4096,5,6,Carey
4097,2,6,Carey
4098,3,5,Carey
4099,2,2,Carey
4100,3,1,Carey
4101,5,1,Kris
4102,4,6,Kris
4103,2,4,Kris
4104,4,6,Kris
4105,4,2,Kris
4106,3,6,Kris
4107,1,2,Kris
4108,1,5,Kris
4109,6,2,Kris
4110,4,6,Kris
4111,3,6,Kris
4112,2,4,Kris
4113,5,5,Kris
4114,1,6,Kris
4115,2,2,Kris
4116,6,3,Kris
4117,1,3,Kris
4118,4,2,Kris
4119,5,4,Kris
4120,6,1,Kris
4121,2,6,Kris
4122,4,5,Kris
4123,1,1,Kris
4124,6,3,Kris
4125,6,4,Kris
4126,1,3,Kris
4127,3,6,Kris
4128,6,3,Kris
4129,6,5,Kris
4130,5,3,Kris
4131,1,2,Kris
4132,2,1,Kris
4133,1,1,Kris
4134,6,3,Kris
4135,3,2,Kris
4136,4,1,Kris
4137,5,4,Kris
4138,2,4,Kris
4139,3,1,Kris
4140,3,4,Kris
4141,1,2,Kris
4142,4,3,Kris
4143,2,1,Kris
4144,1,1,Kris
4145,2,6,Kris
4146,4,5,Kris
4147,3,2,Kris
4148,3,4,Kris
4149,6,6,Kris
4150,4,2,Kris
4151,6,2,Kris
4152,4,6,Kris
4153,1,6,Kris
4154,2,1,Kris
4155,2,1,Kris
4156,5,1,Kris
4157,2,6,Kris
4158,4,5,Kris
4159,4,4,Kris
4160,6,5,Kris
4161,6,5,Kris
4162,3,4,Kris
4163,5,2,Kris
4164,5,5,Kris
4165,4,1,Kris
4166,2,6,Kris
4167,1,3,Kris
4168,2,1,Kris
4169,6,1,Kris
4170,5,5,Kris
4171,6,1,Kris
4172,2,2,Kris
4173,3,3,Kris
4174,1,5,Kris
4175,5,6,Kris
4176,4,6,Kris
4177,4,4,Kris
4178,5,3,Kris
4179,3,1,Kris
4180,3,2,Kris
4181,2,2,Kris
4182,5,6,Kris
4183,3,3,Kris
4184,4,2,Kris
4185,1,4,Kris
4186,5,2,Kris
4187,6,6,Kris
4188,3,1,Kris
4189,1,2,Kris
4190,1,2,Kris
4191,4,2,Kris
4192,2,5,Kris
4193,6,2,Kris
4194,3,4,Kris
4195,6,5,Kris
4196,1,2,Kris
4197,4,4,Kris
4198,1,1,Kris
4199,5,3,Kris
4200,1,4,Kris
4201,5,1,Carey
4202,5,4,Carey
4203,6,6,Carey
4204,6,3,Carey
4205,4,3,Carey
4206,4,1,Carey
4207,4,1,Carey
4208,4,1,Carey
4209,5,6,Carey
4210,3,1,Carey
4211,3,3,Carey
4212,1,5,Carey
4213,6,3,Carey
4214,2,1,Carey
4215,6,2,Carey
4216,2,1,Carey
4217,2,4,Carey
4218,1,4,Carey
4219,4,4,Carey
4220,5,4,Carey
4221,3,2,Carey
4222,4,6,Carey
4223,5,5,Carey
4224,1,3,Carey
4225,5,2,Carey
4226,1,2,Carey
4227,5,4,Carey
4228,2,2,Carey
4229,3,2,Carey
4230,3,6,Carey
4231,6,2,Carey
4232,1,3,Carey
4233,1,4,Carey
4234,1,1,Carey
4235,4,6,Carey
4236,3,5,Carey
4237,2,6,Carey
4238,3,1,Carey
4239,3,5,Carey
4240,3,6,Carey
4241,1,2,Carey
4242,6,2,Carey
4243,2,4,Carey
4244,1,1,Carey
4245,4,5,Carey
4246,2,5,Carey
4247,3,1,Carey
4248,3,4,Carey
4249,4,4,Carey
4250,5,1,Carey
4251,3,2,Carey
4252,3,3,Carey
4253,5,6,Carey
4254,6,1,Carey
4255,6,5,Carey
4256,4,2,Carey
4257,5,1,Carey
4258,4,6,Carey
4259,4,2,Carey
4260,4,1,Carey
4261,1,6,Carey
4262,2,1,Carey
4263,5,6,Carey
4264,6,2,Carey
4265,4,5,Carey
4266,1,6,Carey
4267,4,5,Carey
4268,1,6,Carey
4269,3,6,Carey
4270,6,1,Carey
4271,3,4,Carey
4272,6,2,Carey
4273,1,6,Carey
4274,4,2,Carey
4275,6,6,Carey
4276,3,6,Carey
4277,5,5,Carey
4278,1,4,Carey
4279,1,1,Carey
4280,2,4,Carey
4281,4,4,Carey
4282,6,3,Carey
4283,3,6,Carey
4284,1,2,Carey
4285,1,2,Carey
4286,6,1,Carey
4287,1,6,Carey
4288,6,4,Carey
4289,4,6,Carey
4290,1,5,Carey
4291,1,1,Carey
4292,5,5,Carey
4293,3,3,Carey
4294,3,2,Carey
4295,1,4,Carey
4296,1,4,Carey
4297,3,4,Carey
4298,1,2,Carey
4299,3,1,Carey
4300,2,3,Carey
4301,6,2,Kris
4302,3,5,Kris
4303,4,5,Kris
4304,4,1,Kris
4305,1,6,Kris
4306,5,3,Kris
4307,4,5,Kris
4308,1,1,Kris
4309,6,1,Kris
4310,3,1,Kris
4311,1,3,Kris
4312,1,6,Kris
4313,6,2,Kris
4314,5,4,Kris
4315,1,2,Kris
4316,1,1,Kris
4317,4,2,Kris
4318,4,3,Kris
4319,2,6,Kris
4320,4,1,Kris
4321,3,6,Kris
4322,6,6,Kris
4323,4,6,Kris
4324,1,5,Kris
4325,2,2,Kris
4326,5,4,Kris
4327,6,5,Kris
4328,5,4,Kris
4329,5,1,Kris
4330,2,1,Kris
4331,2,5,Kris
4332,6,5,Kris
4333,4,3,Kris
4334,3,6,Kris
4335,3,1,Kris
4336,4,4,Kris
4337,6,4,Kris
4338,5,5,Kris
4339,4,3,Kris
4340,3,5,Kris
4341,5,6,Kris
4342,1,6,Kris
4343,3,3,Kris
4344,4,1,Kris
4345,2,3,Kris
4346,5,2,Kris
4347,6,5,Kris
4348,4,2,Kris
4349,4,5,Kris
4350,1,6,Kris
4351,3,5,Kris
4352,4,1,Kris
4353,2,6,Kris
4354,2,5,Kris
4355,1,1,Kris
4356,3,4,Kris
4357,2,6,Kris
4358,5,4,Kris
4359,1,3,Kris
4360,4,2,Kris
4361,6,3,Kris
4362,4,5,Kris
4363,4,4,Kris
4364,1,1,Kris
4365,5,1,Kris
4366,3,3,Kris
4367,3,6,Kris
4368,1,5,Kris
4369,6,5,Kris
4370,6,6,Kris
4371,5,5,Kris
4372,4,6,Kris
4373,4,4,Kris
4374,4,1,Kris
4375,5,2,Kris
4376,5,3,Kris
4377,4,3,Kris
4378,6,3,Kris
4379,1,3,Kris
4380,2,5,Kris
4381,5,6,Kris
4382,1,6,Kris
4383,3,2,Kris
4384,5,2,Kris
4385,3,1,Kris
4386,3,3,Kris
4387,2,3,Kris
4388,2,6,Kris
4389,4,3,Kris
4390,3,3,Kris
4391,5,2,Kris
4392,5,1,Kris
4393,4,6,Kris
4394,2,6,Kris
4395,6,5,Kris
4396,5,3,Kris
4397,5,2,Kris
4398,1,3,Kris
4399,2,3,Kris
4400,5,2,Kris
4401,1,1,Carey
4402,4,5,Carey
4403,1,3,Carey
4404,6,1,Carey
4405,3,1,Carey
4406,3,1,Carey
4407,1,6,Carey
4408,5,5,Carey
4409,4,6,Carey
4410,1,2,Carey
4411,4,3,Carey
4412,2,4,Carey
4413,3,3,Carey
4414,1,1,Carey
4415,6,6,Carey
4416,1,2,Carey
4417,1,5,Carey
4418,1,3,Carey
4419,2,3,Carey
4420,5,5,Carey
4421,4,4,Carey
4422,3,4,Carey
4423,3,5,Carey
4424,1,3,Carey
4425,5,2,Carey
4426,2,1,Carey
4427,5,4,Carey
4428,5,6,Carey
4429,4,1,Carey
4430,3,5,Carey
4431,5,4,Carey
4432,1,4,Carey
4433,5,3,Carey
4434,6,4,Carey
4435,3,3,Carey
4436,1,1,Carey
4437,2,6,Carey
4438,5,4,Carey
4439,3,3,Carey
4440,3,1,Carey
4441,6,2,Carey
4442,2,3,Carey
4443,3,1,Carey
4444,6,3,Carey
4445,3,3,Carey
4446,5,3,Carey
4447,1,4,Carey
4448,4,4,Carey
4449,2,1,Carey
4450,3,2,Carey
4451,3,1,Carey
4452,1,6,Carey
4453,1,1,Carey
4454,1,6,Carey
4455,6,4,Carey
4456,5,4,Carey
4457,6,3,Carey
4458,6,4,Carey
4459,1,3,Carey
4460,2,1,Carey
4461,1,4,Carey
4462,3,1,Carey
4463,6,4,Carey
4464,5,5,Carey
4465,1,6,Carey
4466,6,4,Carey
4467,6,4,Carey
4468,3,2,Carey
4469,6,1,Carey
4470,2,5,Carey
4471,5,3,Carey
4472,3,1,Carey
4473,2,4,Carey
4474,1,1,Carey
4475,2,3,Carey
4476,6,4,Carey
4477,1,1,Carey
4478,3,6,Carey
4479,3,2,Carey
4480,6,6,Carey
4481,4,2,Carey
4482,3,5,Carey
4483,4,1,Carey
4484,2,3,Carey
4485,4,3,Carey
4486,4,2,Carey
4487,1,3,Carey
4488,2,6,Carey
4489,5,5,Carey
4490,4,3,Carey
4491,4,5,Carey
4492,6,6,Carey
4493,6,4,Carey
4494,1,6,Carey
4495,2,5,Carey
4496,3,5,Carey
4497,2,4,Carey
4498,4,2,Carey
4499,1,2,Carey
4500,5,3,Carey
4501,6,2,Kris
4502,5,5,Kris
4503,3,3,Kris
4504,1,2,Kris
4505,4,2,Kris
4506,5,4,Kris
4507,1,6,Kris
4508,2,2,Kris
4509,1,6,Kris
4510,3,3,Kris
4511,6,1,Kris
4512,3,1,Kris
4513,2,1,Kris
4514,4,6,Kris
4515,1,5,Kris
4516,4,5,Kris
4517,6,6,Kris
4518,1,6,Kris
4519,2,5,Kris
4520,3,1,Kris
4521,6,1,Kris
4522,6,5,Kris
4523,2,3,Kris
4524,1,4,Kris
4525,6,1,Kris
4526,2,5,Kris
4527,3,3,Kris
4528,6,1,Kris
4529,5,1,Kris
4530,3,6,Kris
4531,1,3,Kris
4532,6,4,Kris
4533,5,3,Kris
4534,4,1,Kris
4535,5,6,Kris
4536,5,5,Kris
4537,3,5,Kris
4538,3,6,Kris
4539,5,6,Kris
4540,5,4,Kris
4541,5,4,Kris
4542,5,5,Kris
4543,5,2,Kris
4544,6,6,Kris
4545,3,6,Kris
4546,5,4,Kris
4547,2,3,Kris
4548,6,4,Kris
4549,4,6,Kris
4550,2,2,Kris
4551,4,4,Kris
4552,2,1,Kris
4553,3,6,Kris
4554,4,2,Kris
4555,2,4,Kris
4556,4,3,Kris
4557,2,2,Kris
4558,4,4,Kris
4559,5,6,Kris
4560,3,6,Kris
4561,1,1,Kris
4562,6,6,Kris
4563,1,5,Kris
4564,6,1,Kris
4565,1,5,Kris
4566,2,3,Kris
4567,3,2,Kris
4568,5,6,Kris
4569,4,3,Kris
4570,1,2,Kris
4571,2,5,Kris
4572,5,5,Kris
4573,6,1,Kris
4574,5,6,Kris
4575,1,6,Kris
4576,3,2,Kris
4577,3,2,Kris
4578,6,3,Kris
4579,1,5,Kris
4580,4,5,Kris
4581,1,1,Kris
4582,4,3,Kris
4583,6,3,Kris
4584,3,1,Kris
4585,3,2,Kris
4586,6,5,Kris
4587,6,5,Kris
4588,3,4,Kris
4589,4,6,Kris
4590,1,2,Kris
4591,1,6,Kris
4592,4,5,Kris
4593,5,3,Kris
4594,2,6,Kris
4595,4,2,Kris
4596,5,3,Kris
4597,1,4,Kris
4598,5,5,Kris
4599,6,1,Kris
4600,6,6,Kris
4601,6,5,Carey
4602,2,6,Carey
4603,4,6,Carey
4604,5,6,Carey
4605,5,5,Carey
4606,4,4,Carey
4607,5,4,Carey
4608,1,2,Carey
4609,1,5,Carey
4610,2,4,Carey
4611,3,6,Carey
4612,4,4,Carey
4613,6,1,Carey
4614,4,6,Carey
4615,1,5,Carey
4616,1,2,Carey
4617,4,3,Carey
4618,6,1,Carey
4619,2,6,Carey
4620,1,1,Carey
4621,2,3,Carey
4622,1,5,Carey
4623,5,2,Carey
4624,2,3,Carey
4625,6,2,Carey
4626,5,1,Carey
4627,3,3,Carey
4628,4,5,Carey
4629,1,4,Carey
4630,5,1,Carey
4631,2,4,Carey
4632,5,4,Carey
4633,1,2,Carey
4634,1,1,Carey
4635,3,6,Carey
4636,5,2,Carey
4637,4,3,Carey
4638,3,1,Carey
4639,1,2,Carey
4640,3,2,Carey
4641,6,2,Carey
4642,2,4,Carey
4643,5,5,Carey
4644,6,5,Carey
4645,1,4,Carey
4646,5,2,Carey
4647,1,1,Carey
4648,1,6,Carey
4649,1,2,Carey
4650,4,6,Carey
4651,5,2,Carey
4652,6,5,Carey
4653,1,2,Carey
4654,4,3,Carey
4655,6,1,Carey
4656,1,2,Carey
4657,5,2,Carey
4658,3,3,Carey
4659,3,1,Carey
4660,5,1,Carey
4661,3,2,Carey
4662,3,6,Carey
4663,1,5,Carey
4664,5,2,Carey
4665,6,1,Carey
4666,3,6,Carey
4667,1,3,Carey
4668,5,5,Carey
4669,1,4,Carey
4670,1,5,Carey
4671,1,2,Carey
4672,4,2,Carey
4673,1,1,Carey
4674,1,4,Carey
4675,4,6,Carey
4676,2,3,Carey
4677,3,3,Carey
4678,4,4,Carey
4679,5,2,Carey
4680,6,1,Carey
4681,2,5,Carey
4682,5,2,Carey
4683,5,5,Carey
4684,6,5,Carey
4685,4,5,Carey
4686,2,4,Carey
4687,2,4,Carey
4688,3,2,Carey
4689,1,6,Carey
4690,1,6,Carey
4691,5,5,Carey
4692,5,5,Carey
4693,2,1,Carey
4694,5,2,Carey
4695,5,5,Carey
4696,3,1,Carey
4697,6,6,Carey
4698,4,5,Carey
4699,1,4,Carey
4700,1,1,Carey
4701,3,2,Kris
4702,1,6,Kris
4703,6,3,Kris
4704,2,2,Kris
4705,5,1,Kris
4706,5,2,Kris
4707,1,6,Kris
4708,1,1,Kris
4709,5,4,Kris
4710,1,3,Kris
4711,6,6,Kris
4712,3,3,Kris
4713,3,1,Kris
4714,1,4,Kris
4715,4,2,Kris
4716,4,2,Kris
4717,1,1,Kris
4718,4,4,Kris
4719,5,5,Kris
4720,4,3,Kris
4721,4,3,Kris
4722,1,1,Kris
4723,1,3,Kris
4724,5,2,Kris
4725,3,1,Kris
4726,2,3,Kris
4727,4,1,Kris
4728,6,3,Kris
4729,6,1,Kris
4730,6,6,Kris
4731,1,1,Kris
4732,2,1,Kris
4733,4,2,Kris
4734,5,6,Kris
4735,4,4,Kris
4736,2,4,Kris
4737,2,1,Kris
4738,2,3,Kris
4739,5,3,Kris
4740,6,2,Kris
4741,3,5,Kris
4742,2,4,Kris
4743,6,1,Kris
4744,2,3,Kris
4745,4,3,Kris
4746,4,1,Kris
4747,4,1,Kris
4748,2,5,Kris
4749,6,4,Kris
4750,1,6,Kris
4751,1,1,Kris
4752,4,4,Kris
4753,4,1,Kris
4754,1,2,Kris
4755,5,3,Kris
4756,5,6,Kris
4757,4,3,Kris
4758,2,2,Kris
4759,4,3,Kris
4760,3,1,Kris
4761,5,2,Kris
4762,6,5,Kris
4763,6,1,Kris
4764,5,2,Kris
4765,3,6,Kris
4766,2,3,Kris
4767,5,3,Kris
4768,4,5,Kris
4769,5,5,Kris
4770,6,5,Kris
4771,2,5,Kris
4772,5,5,Kris
4773,6,1,Kris
4774,5,5,Kris
4775,2,3,Kris
4776,2,3,Kris
4777,5,2,Kris
4778,2,6,Kris
4779,1,3,Kris
4780,6,4,Kris
4781,4,1,Kris
4782,5,4,Kris
4783,2,2,Kris
4784,4,4,Kris
4785,2,5,Kris
4786,5,4,Kris
4787,2,5,Kris
4788,5,1,Kris
4789,1,2,Kris
4790,1,4,Kris
4791,1,3,Kris
4792,5,6,Kris
4793,2,4,Kris
4794,1,6,Kris
4795,4,5,Kris
4796,4,2,Kris
4797,5,1,Kris
4798,1,2,Kris
4799,6,3,Kris
4800,3,6,Kris
4801,4,1,Carey
4802,3,3,Carey
4803,3,2,Carey
4804,4,1,Carey
4805,5,3,Carey
4806,1,4,Carey
4807,6,3,Carey
4808,2,2,Carey
4809,1,6,Carey
4810,1,4,Carey
4811,2,6,Carey
4812,6,3,Carey
4813,6,2,Carey
4814,6,2,Carey
4815,1,5,Carey
4816,3,2,Carey
4817,4,4,Carey
4818,1,3,Carey
4819,1,4,Carey
4820,4,3,Carey
4821,2,1,Carey
4822,4,1,Carey
4823,2,1,Carey
4824,1,1,Carey
4825,1,1,Carey
4826,5,1,Carey
4827,3,5,Carey
4828,6,6,Carey
4829,1,2,Carey
4830,4,4,Carey
4831,6,2,Carey
4832,2,2,Carey
4833,3,6,Carey
4834,6,4,Carey
4835,4,4,Carey
4836,2,4,Carey
4837,2,4,Carey
4838,4,2,Carey
4839,1,2,Carey
4840,5,3,Carey
4841,6,3,Carey
4842,4,4,Carey
4843,5,5,Carey
4844,2,5,Carey
4845,6,4,Carey
4846,2,2,Carey
4847,5,3,Carey
4848,2,6,Carey
4849,6,4,Carey
4850,6,1,Carey
4851,4,4,Carey
4852,2,3,Carey
4853,3,5,Carey
4854,4,2,Carey
4855,2,4,Carey
4856,6,4,Carey
4857,2,1,Carey
4858,5,4,Carey
4859,6,1,Carey
4860,5,2,Carey
4861,6,1,Carey
4862,5,2,Carey
4863,4,5,Carey
4864,2,2,Carey
4865,1,3,Carey
4866,1,4,Carey
4867,2,1,Carey
4868,5,5,Carey
4869,6,1,Carey
4870,6,1,Carey
4871,4,5,Carey
4872,6,6,Carey
4873,6,6,Carey
4874,5,4,Carey
4875,5,4,Carey
4876,5,1,Carey
4877,2,1,Carey
4878,6,5,Carey
4879,1,2,Carey
4880,6,1,Carey
4881,4,2,Carey
4882,6,1,Carey
4883,6,5,Carey
4884,1,1,Carey
4885,4,4,Carey
4886,5,1,Carey
4887,4,2,Carey
4888,2,1,Carey
4889,6,5,Carey
4890,6,5,Carey
4891,5,4,Carey
4892,2,4,Carey
4893,2,1,Carey
4894,5,4,Carey
4895,1,4,Carey
4896,3,1,Carey
4897,4,5,Carey
4898,5,1,Carey
4899,1,1,Carey
4900,5,1,Carey
4901,4,3,Kris
4902,5,3,Kris
4903,6,5,Kris
4904,3,1,Kris
4905,4,3,Kris
4906,5,2,Kris
4907,1,4,Kris
4908,2,4,Kris
4909,1,5,Kris
4910,2,4,Kris
4911,5,2,Kris
4912,2,4,Kris
4913,5,3,Kris
4914,3,2,Kris
4915,6,1,Kris
4916,1,3,Kris
4917,2,4,Kris
4918,3,5,Kris
4919,3,6,Kris
4920,4,1,Kris
4921,6,6,Kris
4922,3,4,Kris
4923,1,6,Kris
4924,2,5,Kris
4925,1,3,Kris
4926,3,1,Kris
4927,4,1,Kris
4928,6,5,Kris
4929,5,5,Kris
4930,6,6,Kris
4931,2,1,Kris
4932,4,1,Kris
4933,5,5,Kris
4934,5,5,Kris
4935,1,4,Kris
4936,4,1,Kris
4937,3,1,Kris
4938,2,6,Kris
4939,3,2,Kris
4940,1,5,Kris
4941,4,4,Kris
4942,5,3,Kris
4943,2,6,Kris
4944,4,5,Kris
4945,2,5,Kris
4946,3,5,Kris
4947,2,3,Kris
4948,4,4,Kris
4949,1,1,Kris
4950,3,5,Kris
4951,4,5,Kris
4952,1,3,Kris
4953,2,6,Kris
4954,4,6,Kris
4955,4,6,Kris
4956,4,2,Kris
4957,1,3,Kris
4958,4,2,Kris
4959,6,4,Kris
4960,5,3,Kris
4961,1,6,Kris
4962,1,3,Kris
4963,2,1,Kris
4964,5,2,Kris
4965,2,3,Kris
4966,6,5,Kris
4967,3,6,Kris
4968,2,5,Kris
4969,6,4,Kris
4970,6,6,Kris
4971,2,1,Kris
4972,2,1,Kris
4973,1,3,Kris
4974,4,4,Kris
4975,3,5,Kris
4976,5,2,Kris
4977,4,6,Kris
4978,5,4,Kris
4979,2,1,Kris
4980,5,2,Kris
4981,5,3,Kris
4982,6,1,Kris
4983,5,2,Kris
4984,6,6,Kris
4985,1,2,Kris
4986,2,5,Kris
4987,1,1,Kris
4988,3,4,Kris
4989,2,5,Kris
4990,3,3,Kris
4991,1,6,Kris
4992,2,5,Kris
4993,6,6,Kris
4994,6,2,Kris
4995,2,5,Kris
4996,4,3,Kris
4997,5,1,Kris
4998,4,2,Kris
4999,5,1,Kris
5000,5,4,Kris
5001,2,3,Carey
5002,1,4,Carey
5003,5,1,Carey
5004,5,1,Carey
5005,5,1,Carey
5006,4,5,Carey
5007,4,6,Carey
5008,6,1,Carey
5009,6,4,Carey
5010,6,2,Carey
5011,3,1,Carey
5012,2,2,Carey
5013,6,3,Carey
5014,4,1,Carey
5015,4,1,Carey
5016,2,5,Carey
5017,3,5,Carey
5018,2,2,Carey
5019,6,1,Carey
5020,1,3,Carey
5021,6,1,Carey
5022,6,2,Carey
5023,6,2,Carey
5024,6,2,Carey
5025,3,3,Carey
5026,1,6,Carey
5027,5,5,Carey
5028,1,1,Carey
5029,1,1,Carey
5030,6,3,Carey
5031,1,2,Carey
5032,1,4,Carey
5033,4,2,Carey
5034,4,3,Carey
5035,6,1,Carey
5036,4,1,Carey
5037,1,6,Carey
5038,1,4,Carey
5039,1,6,Carey
5040,1,1,Carey
5041,5,6,Carey
5042,6,4,Carey
5043,2,2,Carey
5044,2,1,Carey
5045,5,3,Carey
5046,6,6,Carey
5047,1,1,Carey
5048,1,2,Carey
5049,3,6,Carey
5050,6,4,Carey
5051,1,5,Carey
5052,4,6,Carey
5053,2,6,Carey
5054,3,1,Carey
5055,2,4,Carey
5056,4,6,Carey
5057,3,3,Carey
5058,2,5,Carey
5059,2,2,Carey
5060,5,1,Carey
5061,5,2,Carey
5062,6,3,Carey
5063,3,5,Carey
5064,5,1,Carey
5065,6,3,Carey
5066,4,6,Carey
5067,1,5,Carey
5068,3,1,Carey
5069,3,6,Carey
5070,6,1,Carey
5071,3,4,Carey
5072,6,3,Carey
5073,3,1,Carey
5074,3,6,Carey
5075,4,1,Carey
5076,5,4,Carey
5077,1,4,Carey
5078,2,5,Carey
5079,5,5,Carey
5080,2,3,Carey
5081,2,5,Carey
5082,2,4,Carey
5083,3,1,Carey
5084,5,6,Carey
5085,2,4,Carey
5086,1,4,Carey
5087,1,1,Carey
5088,3,6,Carey
5089,3,1,Carey
5090,2,2,Carey
5091,3,5,Carey
5092,5,1,Carey
5093,6,5,Carey
5094,1,4,Carey
5095,6,4,Carey
5096,6,5,Carey
5097,2,6,Carey
5098,4,5,Carey
5099,3,5,Carey
5100,4,5,Carey
5101,5,6,Kris
5102,5,1,Kris
5103,1,2,Kris
5104,6,3,Kris
5105,5,5,Kris
5106,4,3,Kris
5107,3,5,Kris
5108,1,2,Kris
5109,3,4,Kris
5110,6,4,Kris
5111,3,3,Kris
5112,4,3,Kris
5113,2,5,Kris
5114,2,3,Kris
5115,4,3,Kris
5116,1,5,Kris
5117,5,3,Kris
5118,6,3,Kris
5119,2,3,Kris
5120,3,2,Kris
5121,4,1,Kris
5122,1,6,Kris
5123,6,5,Kris
5124,3,5,Kris
5125,6,1,Kris
5126,1,3,Kris
5127,4,2,Kris
5128,1,3,Kris
5129,5,6,Kris
5130,1,6,Kris
5131,2,6,Kris
5132,6,2,Kris
5133,2,3,Kris
5134,1,2,Kris
5135,4,3,Kris
5136,2,2,Kris
5137,1,2,Kris
5138,3,3,Kris
5139,1,4,Kris
5140,4,3,Kris
5141,4,4,Kris
5142,2,6,Kris
5143,3,6,Kris
5144,1,6,Kris
5145,6,1,Kris
5146,1,5,Kris
5147,4,4,Kris
5148,1,1,Kris
5149,5,1,Kris
5150,1,4,Kris
5151,3,3,Kris
5152,3,3,Kris
5153,6,5,Kris
5154,5,1,Kris
5155,3,2,Kris
5156,3,5,Kris
5157,1,6,Kris
5158,2,2,Kris
5159,1,1,Kris
5160,2,6,Kris
5161,2,1,Kris
5162,3,6,Kris
5163,6,2,Kris
5164,6,1,Kris
5165,4,2,Kris
5166,4,3,Kris
5167,1,1,Kris
5168,2,4,Kris
5169,3,3,Kris
5170,4,3,Kris
5171,6,5,Kris
5172,3,3,Kris
5173,3,4,Kris
5174,4,3,Kris
